Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2833,1057,1143,3,759,753,0,0,35,28,7109,1,987,1,10,217,9.82,2,0.0,4.8118
4197,97,101,3,591,586,0,0,438,3,94110,3,1560,2,0,961,67.8,4,0.0,4.068
4197,97,101,3,591,586,0,0,438,3,94110,3,1460,2,0,1463,167.97,3,0.0,40.3128
3345,1112,1203,3,311,312,0,0,239,21,55044,0,921,1,8,121,35.0,7,0.0,16.8
3345,1112,1203,3,311,312,0,0,239,21,55044,0,1422,1,15,89,37.24,4,0.0,10.7996
3345,1112,1203,3,311,312,0,0,239,21,55044,0,895,1,7,1431,15.28,2,0.0,7.4872
3394,1053,1138,2,356,381,0,0,151,15,41042,2,59,0,5,736,301.96,2,0.0,90.588
3394,1053,1138,2,356,381,0,0,151,15,41042,2,455,1,1,656,180.66,3,0.0,50.5848
3394,1053,1138,2,356,381,0,0,151,15,41042,2,1731,2,13,1314,191.98,2,0.0,51.8346
3394,1053,1138,2,356,381,0,0,151,15,41042,2,1753,2,13,446,65.99,1,0.0,17.1574
2726,768,826,3,340,358,1,0,473,8,33614,2,564,1,2,352,35.216,2,0.2,2.6412
2726,768,826,3,340,358,1,0,473,8,33614,2,445,1,1,820,23.696,2,0.2,6.5164
2726,768,826,3,340,358,1,0,473,8,33614,2,1667,2,11,1839,265.475,1,0.5,-111.4995
4231,197,210,2,462,466,0,0,493,41,75701,0,675,1,3,703,51.184,4,0.8,-79.3352
4957,1181,1278,3,384,343,2,0,93,40,38401,2,1109,1,12,110,9.664,2,0.2,3.2616
4613,645,695,3,246,245,1,0,154,41,76106,0,1766,2,13,308,21.072,3,0.2,1.5804
809,554,603,3,92,109,1,0,329,30,10035,1,624,1,2,357,60.45,3,0.0,16.3215
809,554,603,3,92,109,1,0,329,30,10035,1,555,1,2,1143,11.52,4,0.0,3.3408
809,554,603,3,92,109,1,0,329,30,10035,1,7,0,4,1182,186.048,4,0.2,9.3024
2659,863,927,0,271,271,1,0,266,3,90036,3,689,1,3,638,37.44,4,0.2,11.7
2659,863,927,0,271,271,1,0,266,3,90036,3,703,1,3,900,26.976,4,0.2,8.7672
2659,863,927,0,271,271,1,0,266,3,90036,3,1437,1,15,95,11.36,2,0.0,3.2944
2659,863,927,0,271,271,1,0,266,3,90036,3,1000,1,10,193,14.62,2,0.0,6.8714
997,521,567,3,17,58,0,0,267,15,40214,2,1730,2,13,890,83.72,7,0.0,23.4416
997,521,567,3,17,58,0,0,267,15,40214,2,77,0,5,745,287.94,3,0.0,77.7438
2964,915,985,3,293,313,0,0,265,33,44052,1,277,0,9,990,48.896,4,0.2,8.5568
103,27,26,3,150,182,1,0,256,28,7036,1,1475,2,0,1059,115.36,7,0.0,49.6048
2510,740,796,2,230,205,1,0,431,3,93905,3,550,1,2,495,5.16,2,0.0,1.3416
2510,740,796,2,230,205,1,0,431,3,93905,3,1135,1,12,1797,38.88,6,0.0,18.6624
1917,719,776,3,776,775,0,0,215,22,39212,2,577,1,2,363,185.88,6,0.0,50.1876
2055,631,681,3,311,312,0,0,329,30,10035,1,289,0,9,621,44.46,2,0.0,14.6718
2055,631,681,3,311,312,0,0,329,30,10035,1,1315,1,14,417,242.94,3,0.0,9.7176
311,169,177,3,89,83,0,0,329,30,10035,1,1082,1,12,1666,39.96,2,0.0,18.7812
311,169,177,3,89,83,0,0,329,30,10035,1,1439,1,15,85,102.3,10,0.0,26.598
311,169,177,3,89,83,0,0,329,30,10035,1,1386,1,14,1495,21.36,2,0.0,5.7672
4041,994,1073,3,694,673,2,0,326,28,8901,1,1271,1,12,1653,7.61,1,0.0,3.5767
4041,994,1073,3,694,673,2,0,326,28,8901,1,909,1,8,1194,7.16,2,0.0,3.58
424,125,130,3,161,161,0,0,438,3,94122,3,1431,1,15,1496,7.36,2,0.0,0.1472
424,125,130,3,161,161,0,0,438,3,94122,3,595,1,2,518,23.1,2,0.0,10.626
2237,598,645,2,37,52,1,0,216,8,32216,2,1505,2,0,1024,191.472,6,0.2,40.6878
2237,598,645,2,37,52,1,0,216,8,32216,2,605,1,2,1145,5.248,2,0.2,0.5904
2237,598,645,2,37,52,1,0,216,8,32216,2,1795,2,13,994,59.184,2,0.2,5.1786
582,6,6,3,36,51,1,0,464,44,22153,2,1002,1,10,189,2.89,1,0.0,1.3583
582,6,6,3,36,51,1,0,464,44,22153,2,170,0,9,875,51.94,1,0.0,21.2954
2234,829,891,0,471,461,1,0,374,36,19140,1,1012,1,10,190,15.936,4,0.2,5.1792
448,71,72,3,308,314,1,0,241,36,17602,1,790,1,3,973,44.91,6,0.7,-35.928
2598,805,864,0,596,592,2,0,374,36,19143,1,657,1,3,688,1141.47,5,0.7,-760.98
2598,805,864,0,596,592,2,0,374,36,19143,1,1772,2,13,439,280.782,3,0.4,-46.797
1209,526,569,0,738,765,0,0,96,27,3301,1,1221,1,12,1467,34.44,3,0.0,17.22
575,286,299,3,699,665,0,0,329,30,10009,1,1267,1,12,111,11.36,2,0.0,5.2256
575,286,299,3,699,665,0,0,329,30,10009,1,651,1,3,1283,106.344,7,0.2,37.2204
3088,1116,1204,3,293,313,0,0,74,31,28205,2,1126,1,12,1695,192.16,5,0.2,67.256
1961,607,655,3,132,160,2,0,96,27,3301,1,284,0,9,1540,322.59,3,0.0,64.518
1961,607,655,3,132,160,2,0,96,27,3301,1,1566,2,0,993,29.99,1,0.0,13.1956
1961,607,655,3,132,160,2,0,96,27,3301,1,1517,2,0,999,371.97,3,0.0,66.9546
4333,206,218,3,25,50,2,0,374,36,19120,1,788,1,3,74,5.892,4,0.7,-4.1244
3039,1207,1299,2,330,319,2,0,329,30,10024,1,799,1,3,992,68.472,3,0.2,23.1093
3039,1207,1299,2,330,319,2,0,329,30,10024,1,121,0,5,1363,1242.9,5,0.1,262.39
1173,517,564,3,213,204,0,0,464,44,22153,2,1334,1,14,508,30.84,2,0.0,8.3268
4831,1229,1320,1,314,296,0,0,438,3,94109,3,504,1,2,332,13.48,4,0.0,5.9312
2723,849,912,0,600,607,2,0,123,20,48227,0,163,0,9,546,31.4,5,0.0,10.048
426,88,92,3,464,454,0,0,410,30,14609,1,181,0,9,506,17.46,2,0.0,5.9364
1379,385,408,2,405,371,1,0,266,3,90045,3,723,1,3,639,13.944,3,0.2,4.5318
3096,1062,1148,3,580,580,0,0,437,3,92105,3,1372,1,14,587,83.76,12,0.0,1.6752
3814,1162,1255,3,266,247,2,0,93,18,21044,1,677,1,3,66,37.66,7,0.0,18.4534
72,285,300,3,150,182,1,0,438,3,94122,3,1234,1,12,1778,34.68,6,0.0,16.9932
3459,1057,1142,3,353,363,0,0,328,30,10801,1,1481,2,0,153,149.95,5,0.0,14.995
3459,1057,1142,3,353,363,0,0,328,30,10801,1,679,1,3,57,51.312,3,0.2,18.6006
3471,1062,1143,0,752,767,2,0,123,20,48227,0,1114,1,12,144,4.54,1,0.0,2.043
3471,1062,1143,0,752,767,2,0,123,20,48227,0,570,1,2,675,15.92,4,0.0,5.4128
3471,1062,1143,0,752,767,2,0,123,20,48227,0,1783,2,13,1170,543.92,8,0.0,135.98
1779,866,930,0,586,581,1,0,438,3,94122,3,1360,1,14,664,155.82,7,0.0,42.0714
1779,866,930,0,586,581,1,0,438,3,94122,3,772,1,3,330,70.008,3,0.2,24.5028
2331,833,895,2,327,334,0,0,207,41,77095,0,852,1,7,1493,15.648,2,0.2,5.0856
538,198,212,3,536,489,0,0,123,20,48227,0,996,1,10,134,103.6,7,0.0,51.8
4014,1175,1267,2,294,300,1,0,23,30,13021,1,1161,1,12,1565,46.96,8,0.0,22.5408
4548,677,724,0,404,412,1,0,464,33,45503,1,834,1,3,1632,8.904,2,0.7,-6.5296
3817,1188,1280,0,746,731,0,0,163,41,75043,0,957,1,10,1257,10.44,5,0.2,3.393
3817,1188,1280,0,746,731,0,0,163,41,75043,0,693,1,3,519,18.336,4,0.8,-32.088
3450,1135,1223,0,190,202,0,0,80,11,60653,0,1844,2,13,174,323.976,3,0.2,20.2485
2175,675,724,3,455,474,0,0,266,3,90032,3,1192,1,12,1709,20.04,3,0.0,9.6192
2175,675,724,3,455,474,0,0,266,3,90032,3,1376,1,14,646,64.96,2,0.0,2.5984
2175,675,724,3,455,474,0,0,266,3,90032,3,1014,1,12,1718,12.96,2,0.0,6.2208
3663,1236,1331,3,603,589,0,0,329,30,10009,1,31,0,4,389,323.136,4,0.2,12.1176
3663,1236,1331,3,603,589,0,0,329,30,10009,1,1850,2,13,731,90.93,7,0.0,2.7279
3663,1236,1331,3,603,589,0,0,329,30,10009,1,784,1,3,1639,52.776,3,0.2,19.791
3556,1123,1213,3,75,88,2,0,215,20,49201,0,1726,2,13,1286,1199.8,4,0.0,323.946
3556,1123,1213,3,75,88,2,0,215,20,49201,0,1590,2,0,1062,1928.78,7,0.0,829.3754
3556,1123,1213,3,75,88,2,0,215,20,49201,0,1403,1,14,643,352.38,2,0.0,81.0474
1245,417,447,3,668,668,2,0,340,5,6360,1,203,0,9,21,22.2,6,0.0,9.102
2857,1204,1296,0,92,109,1,0,299,47,53209,0,290,0,9,878,46.94,1,0.0,19.2454
2857,1204,1296,0,92,109,1,0,299,47,53209,0,1507,2,0,1074,143.73,9,0.0,56.0547
4289,129,133,3,433,435,1,0,434,41,78207,0,327,0,16,978,99.918,2,0.3,-18.5562
4289,129,133,3,433,435,1,0,434,41,78207,0,104,0,5,741,797.944,4,0.3,-56.996
4289,129,133,3,433,435,1,0,434,41,78207,0,744,1,3,263,8.568,3,0.8,-14.5656
2725,643,694,3,661,640,1,0,109,41,75220,0,846,1,7,395,149.352,3,0.2,50.4063
2725,643,694,3,661,640,1,0,109,41,75220,0,1348,1,14,71,12.992,1,0.2,-0.812
463,281,296,3,628,653,0,0,4,44,22304,2,1370,1,14,1333,24.56,2,0.0,6.8768
946,373,396,3,683,672,0,0,329,30,10009,1,1532,2,0,1053,85.14,3,0.0,34.9074
946,373,396,3,683,672,0,0,329,30,10009,1,1843,2,13,1222,21.99,1,0.0,10.5552
946,373,396,3,683,672,0,0,329,30,10009,1,464,1,1,945,406.6,5,0.0,113.848
2473,816,879,3,28,4,1,0,329,30,10011,1,779,1,3,681,841.568,2,0.2,294.5488
407,202,213,0,391,367,0,0,374,36,19143,1,1220,1,12,1776,15.552,3,0.2,5.4432
407,202,213,0,391,367,0,0,374,36,19143,1,1579,2,0,889,252.0,5,0.2,53.55
1002,515,561,3,374,382,2,0,464,44,22153,2,492,1,2,1131,46.2,4,0.0,12.936
1002,515,561,3,374,382,2,0,464,44,22153,2,390,1,1,819,28.84,2,0.0,9.5172
3703,998,1075,0,8,10,0,0,485,33,43615,1,586,1,2,1841,14.592,3,0.2,2.5536
3703,998,1075,0,8,10,0,0,485,33,43615,1,519,1,2,1413,89.856,3,0.2,21.3408
3703,998,1075,0,8,10,0,0,485,33,43615,1,1286,1,12,1749,13.872,3,0.2,5.0286
3081,1123,1212,3,646,618,0,0,374,36,19140,1,1156,1,12,1326,12.192,3,0.2,4.1148
2318,740,795,3,142,134,2,0,374,36,19120,1,1122,1,12,1648,45.056,8,0.2,15.2064
2318,740,795,3,142,134,2,0,374,36,19120,1,839,1,3,931,29.718,6,0.7,-21.7932
2318,740,795,3,142,134,2,0,374,36,19120,1,1135,1,12,1797,15.552,3,0.2,5.4432
2318,740,795,3,142,134,2,0,374,36,19120,1,396,1,1,1417,447.696,2,0.2,33.5772
4780,1182,1273,0,617,657,1,0,149,29,87401,3,1571,2,0,1106,159.99,1,0.0,54.3966
1436,576,625,3,652,616,1,0,409,3,92503,3,1035,1,12,1809,12.96,2,0.0,6.2208
1436,576,625,3,652,616,1,0,409,3,92503,3,441,1,1,630,134.48,4,0.0,34.9648
1785,739,791,0,419,415,1,0,438,3,94110,3,1043,1,12,1080,17.12,2,0.0,8.0464
2359,898,968,3,661,640,1,0,486,3,90503,3,711,1,3,72,6.096,2,0.2,2.2098
2359,898,968,3,661,640,1,0,486,3,90503,3,319,0,16,366,1114.272,4,0.2,41.7852
1070,415,444,3,388,388,0,0,452,45,98105,3,1252,1,12,1677,32.4,5,0.0,15.552
1070,415,444,3,388,388,0,0,452,45,98105,3,1343,1,14,1490,540.57,3,0.0,140.5482
1070,415,444,3,388,388,0,0,452,45,98105,3,756,1,3,269,167.76,5,0.2,62.91
4439,460,495,0,124,183,0,0,293,1,85204,3,341,0,16,319,393.165,3,0.5,-204.4458
4772,1205,1299,3,627,651,2,0,374,36,19120,1,263,0,9,515,516.488,7,0.2,-12.9122
4772,1205,1299,3,627,651,2,0,374,36,19120,1,158,0,9,1036,1007.232,6,0.2,75.5424
4772,1205,1299,3,627,651,2,0,374,36,19120,1,364,0,16,1349,2065.32,12,0.4,-619.596
4772,1205,1299,3,627,651,2,0,374,36,19120,1,1072,1,12,1806,15.552,3,0.2,5.4432
4772,1205,1299,3,627,651,2,0,374,36,19120,1,1171,1,12,1831,25.344,6,0.2,7.92
3424,988,1067,3,429,422,0,0,374,36,19143,1,204,0,9,1497,25.472,4,0.2,7.6416
3531,1234,1329,3,301,309,0,0,420,41,78664,0,539,1,2,1491,27.168,2,0.2,2.7168
3531,1234,1329,3,301,309,0,0,420,41,78664,0,47,0,4,390,78.8528,2,0.32,-11.596
3183,1207,1301,3,725,683,0,0,215,22,39212,2,1306,1,14,824,173.8,5,0.0,43.45
2856,1026,1105,2,339,396,0,0,375,1,85023,3,1795,2,13,994,29.592,1,0.2,2.5893
2856,1026,1105,2,339,396,0,0,375,1,85023,3,823,1,3,239,4.752,2,0.7,-3.168
2856,1026,1105,2,339,396,0,0,375,1,85023,3,1166,1,12,1591,15.552,3,0.2,5.6376
976,505,544,1,218,193,0,0,343,3,92054,3,293,0,9,1035,204.6,2,0.0,53.196
3840,1191,1286,3,479,464,1,0,438,3,94110,3,99,0,5,759,321.568,2,0.2,28.1372
1588,561,609,3,733,744,2,0,150,2,72701,2,643,1,3,1842,6.24,2,0.0,3.0576
2025,803,863,0,183,185,1,0,438,3,94110,3,856,1,7,1615,21.88,2,0.0,10.94
339,210,221,2,536,489,0,0,42,8,33433,2,966,1,10,242,4.608,2,0.2,1.6704
3510,993,1070,0,109,119,2,0,329,30,10011,1,999,1,10,454,9.82,2,0.0,4.8118
3510,993,1070,0,109,119,2,0,329,30,10011,1,617,1,2,375,35.97,3,0.0,9.7119
3510,993,1070,0,109,119,2,0,329,30,10011,1,1274,1,12,1808,12.96,2,0.0,6.2208
3510,993,1070,0,109,119,2,0,329,30,10011,1,1094,1,12,463,191.6,4,0.0,91.968
3510,993,1070,0,109,119,2,0,329,30,10011,1,966,1,10,242,8.64,3,0.0,4.2336
3510,993,1070,0,109,119,2,0,329,30,10011,1,1328,1,14,1201,501.81,3,0.0,0.0
200,11,9,2,219,219,0,0,374,36,19134,1,175,0,9,479,127.104,6,0.2,28.5984
200,11,9,2,219,219,0,0,374,36,19134,1,1847,2,13,40,124.2,3,0.4,-31.05
200,11,9,2,219,219,0,0,374,36,19134,1,698,1,3,693,18.588,2,0.7,-13.6312
200,11,9,2,219,219,0,0,374,36,19134,1,958,1,10,1358,30.072,3,0.2,10.1493
4734,1154,1244,2,605,611,2,0,329,30,10011,1,1812,2,13,1099,160.93,7,0.0,3.2186
4734,1154,1244,2,605,611,2,0,329,30,10011,1,824,1,3,1577,75.792,3,0.2,25.5798
4719,1073,1161,3,746,731,0,0,389,35,97206,3,720,1,3,1629,1.08,2,0.7,-0.792
3983,919,989,0,118,73,1,0,123,20,48205,0,1624,2,11,985,3059.982,2,0.1,679.996
2397,721,772,0,662,644,0,0,521,31,28403,2,669,1,3,147,3.282,2,0.7,-2.6256
1559,572,620,0,418,438,1,0,94,12,47201,0,1253,1,12,1661,34.02,3,0.0,16.6698
2388,833,897,3,249,256,0,0,329,30,10035,1,101,0,5,1203,599.292,6,0.1,93.2232
727,258,268,2,774,769,0,0,267,4,80027,3,473,1,2,275,3.392,1,0.2,0.8056
727,258,268,2,774,769,0,0,267,4,80027,3,1698,2,13,1391,559.984,2,0.2,55.9984
727,258,268,2,774,769,0,0,267,4,80027,3,59,0,5,736,603.92,5,0.2,75.49
2803,1148,1241,3,57,41,2,0,364,41,77506,0,965,1,10,207,7.968,2,0.2,2.5896
2803,1148,1241,3,57,41,2,0,364,41,77506,0,847,1,7,4,27.968,4,0.2,9.4392
2803,1148,1241,3,57,41,2,0,364,41,77506,0,1651,2,11,1608,336.51,3,0.4,44.868
1423,347,365,1,763,754,0,0,207,41,77041,0,802,1,3,81,1.112,2,0.8,-1.8904
4152,1031,1113,3,367,385,1,0,23,30,13021,1,288,0,9,1037,520.05,5,0.0,72.807
4152,1031,1113,3,367,385,1,0,23,30,13021,1,541,1,2,374,17.97,3,0.0,5.2113
1504,363,384,2,698,675,2,0,216,8,32216,2,119,0,5,831,1166.92,5,0.2,131.2785
1851,810,870,0,767,771,0,0,329,30,10024,1,674,1,3,407,14.624,2,0.2,5.484
1780,797,855,0,640,647,0,0,440,3,95123,3,928,1,8,126,10.23,3,0.0,4.9104
1780,797,855,0,640,647,0,0,440,3,95123,3,1222,1,12,1769,154.9,5,0.0,69.705
223,108,111,3,547,547,1,0,500,44,23464,2,795,1,3,649,2715.93,7,0.0,1276.4871
223,108,111,3,547,547,1,0,500,44,23464,2,1728,2,13,1279,617.97,3,0.0,173.0316
1614,533,582,3,631,637,0,0,194,15,42420,2,889,1,7,974,10.67,1,0.0,4.9082
1614,533,582,3,631,637,0,0,194,15,42420,2,1409,1,14,1292,36.63,3,0.0,9.8901
1614,533,582,3,631,637,0,0,194,15,42420,2,239,0,9,1039,24.1,5,0.0,9.158
1614,533,582,3,631,637,0,0,194,15,42420,2,201,0,9,391,33.11,7,0.0,12.9129
2559,869,935,3,287,284,2,0,498,45,98661,3,564,1,2,352,44.02,2,0.0,11.4452
1120,463,498,1,642,631,0,0,329,30,10024,1,1547,2,0,1269,2309.65,7,0.0,762.1845
1120,463,498,1,642,631,0,0,329,30,10024,1,349,0,16,322,1090.782,7,0.4,-290.8752
1120,463,498,1,642,631,0,0,329,30,10024,1,1274,1,12,1808,19.44,3,0.0,9.3312
1139,482,524,3,619,661,0,0,319,3,92563,3,1291,1,14,661,484.65,3,0.0,92.0835
947,548,595,3,380,380,0,0,216,31,28540,2,1126,1,12,1695,115.296,3,0.2,40.3536
873,541,588,0,542,519,0,0,451,1,85254,3,871,1,7,1340,7.08,3,0.2,2.478
873,541,588,0,542,519,0,0,451,1,85254,3,722,1,3,1588,4.401,3,0.7,-3.5208
4753,1232,1329,3,602,588,0,0,60,13,52601,0,1106,1,12,1331,44.75,5,0.0,20.585
3505,1095,1179,0,59,48,0,0,80,11,60653,0,1823,2,13,930,95.984,2,0.2,5.999
688,270,280,0,778,783,0,0,437,3,92037,3,190,0,9,560,151.72,4,0.0,27.3096
3166,1054,1138,2,589,609,0,0,347,45,98502,3,310,0,9,881,155.25,3,0.0,46.575
3166,1054,1138,2,589,609,0,0,347,45,98502,3,1401,1,14,1312,14.03,1,0.0,4.0687
4405,584,632,2,407,390,0,0,452,45,98103,3,358,0,16,317,1618.37,13,0.0,356.0414
4405,584,632,2,407,390,0,0,452,45,98103,3,1554,2,0,599,99.6,1,0.0,36.852
1237,500,541,2,530,518,2,0,266,3,90036,3,1251,1,12,1812,32.4,5,0.0,15.552
906,444,478,3,435,413,1,0,329,30,10011,1,215,0,9,676,13.96,2,0.0,6.7008
906,444,478,3,435,413,1,0,329,30,10011,1,170,0,9,875,155.82,3,0.0,63.8862
906,444,478,3,435,413,1,0,329,30,10011,1,1835,2,13,1221,124.95,5,0.0,2.499
906,444,478,3,435,413,1,0,329,30,10011,1,1347,1,14,905,601.65,5,0.0,156.429
1115,387,413,3,311,312,0,0,505,7,20016,1,507,1,2,1500,22.74,3,0.0,8.8686
1115,387,413,3,311,312,0,0,505,7,20016,1,53,0,5,739,1267.53,3,0.0,316.8825
1115,387,413,3,311,312,0,0,505,7,20016,1,1670,2,11,441,1379.92,8,0.0,648.5624
1669,429,460,3,584,608,0,0,374,36,19134,1,880,1,7,1248,6.208,2,0.2,2.1728
2951,1223,1317,0,331,316,2,0,266,3,90045,3,652,1,3,695,11.808,2,0.2,4.2804
2109,603,650,2,202,215,2,0,464,33,45503,1,1086,1,12,1792,15.552,3,0.2,5.4432
2109,603,650,2,202,215,2,0,464,33,45503,1,1225,1,12,1722,63.312,3,0.2,20.5764
2109,603,650,2,202,215,2,0,464,33,45503,1,1683,2,13,478,15.588,2,0.4,-9.8724
730,151,156,3,447,450,1,0,184,28,7601,1,1048,1,12,537,177.2,5,0.0,83.284
730,151,156,3,447,450,1,0,184,28,7601,1,1822,2,13,440,197.97,3,0.0,57.4113
730,151,156,3,447,450,1,0,184,28,7601,1,104,0,5,741,854.94,3,0.0,213.735
730,151,156,3,447,450,1,0,184,28,7601,1,159,0,9,31,124.11,9,0.0,52.1262
730,151,156,3,447,450,1,0,184,28,7601,1,960,1,10,224,14.4,5,0.0,7.056
1844,876,940,0,21,25,0,0,83,33,45231,1,1079,1,12,1470,15.696,3,0.2,5.1012
1844,876,940,0,21,25,0,0,83,33,45231,1,774,1,3,49,2.628,2,0.7,-1.9272
1844,876,940,0,21,25,0,0,83,33,45231,1,655,1,3,265,14.427,3,0.7,-10.5798
1898,687,738,3,266,247,2,0,218,23,65109,0,280,0,9,553,86.62,2,0.0,8.662
1151,426,454,0,373,361,0,0,266,3,90004,3,786,1,3,136,36.624,3,0.2,13.734
3236,1197,1288,0,368,360,0,0,60,31,27217,2,476,1,2,1144,23.968,7,0.2,2.6964
3236,1197,1288,0,368,360,0,0,60,31,27217,2,630,1,2,1500,28.728,3,0.2,1.7955
2127,657,707,3,632,642,2,0,428,23,63376,0,325,0,16,428,697.16,4,0.0,146.4036
1747,808,868,2,529,498,0,0,329,30,10035,1,1592,2,0,1052,31.86,2,0.0,11.151
1747,808,868,2,529,498,0,0,329,30,10035,1,13,0,4,169,722.352,3,0.2,90.294
3101,1073,1158,0,576,574,1,0,80,11,60610,0,505,1,2,1318,8.84,5,0.2,2.9835
3101,1073,1158,0,576,574,1,0,80,11,60610,0,377,1,1,307,58.464,9,0.8,-146.16
3853,1160,1252,3,704,712,2,0,413,11,61107,0,85,0,5,766,254.604,14,0.3,-18.186
2780,646,696,3,791,791,0,0,295,8,33142,2,1728,2,13,445,1363.96,5,0.2,85.2475
2780,646,696,3,791,791,0,0,295,8,33142,2,283,0,9,511,102.36,3,0.2,-3.8385
475,114,117,2,451,457,0,0,438,3,94109,3,1696,2,13,1273,1113.504,12,0.2,125.2692
475,114,117,2,451,457,0,0,438,3,94109,3,1503,2,0,1018,99.99,1,0.0,37.9962
4464,441,474,0,204,218,1,0,374,36,19134,1,149,0,9,555,168.464,2,0.2,-29.4812
4464,441,474,0,204,218,1,0,374,36,19134,1,1098,1,12,921,6.72,2,0.2,2.436
4464,441,474,0,204,218,1,0,374,36,19134,1,299,0,9,876,282.888,9,0.2,56.5776
933,367,391,3,562,571,2,0,329,30,10009,1,493,1,2,496,11.16,2,0.0,4.3524
933,367,391,3,562,571,2,0,329,30,10009,1,303,0,9,554,108.4,2,0.0,22.764
933,367,391,3,562,571,2,0,329,30,10009,1,745,1,3,701,82.344,3,0.2,27.7911
933,367,391,3,562,571,2,0,329,30,10009,1,777,1,3,267,9.088,4,0.2,3.2944
4139,1217,1314,3,101,78,1,0,437,3,92037,3,678,1,3,256,19.936,4,0.2,7.2268
4139,1217,1314,3,101,78,1,0,437,3,92037,3,699,1,3,1638,65.568,2,0.2,22.9488
1774,880,949,3,502,508,2,0,374,36,19143,1,918,1,8,1509,4.416,3,0.2,1.6008
4404,358,382,3,351,402,0,0,207,41,77095,0,105,0,5,747,107.772,2,0.3,-29.2524
1599,377,402,3,761,742,1,0,485,33,43615,1,422,1,1,305,45.216,3,0.2,4.5216
1599,377,402,3,761,742,1,0,485,33,43615,1,940,1,8,1519,10.416,7,0.2,-2.2134
1599,377,402,3,761,742,1,0,485,33,43615,1,629,1,2,474,7.872,3,0.2,1.2792
1599,377,402,3,761,742,1,0,485,33,43615,1,1756,2,13,1265,118.782,3,0.4,-27.7158
1599,377,402,3,761,742,1,0,485,33,43615,1,931,1,8,161,1.448,1,0.2,0.2353
1599,377,402,3,761,742,1,0,485,33,43615,1,818,1,3,719,55.47,5,0.7,-46.225
2588,831,891,0,71,107,0,0,438,3,94122,3,65,0,5,770,194.848,4,0.2,12.178
4897,1147,1236,2,157,142,0,0,54,41,78521,0,1434,1,15,1496,1.744,1,0.2,-0.3488
4456,459,496,3,627,651,2,0,374,36,19143,1,694,1,3,699,25.176,4,0.7,-18.4624
1394,554,604,3,703,702,2,0,266,3,90008,3,594,1,2,1141,19.46,7,0.0,5.0596
2518,692,744,3,260,265,2,0,120,4,80219,3,1144,1,12,1663,29.472,3,0.2,9.9468
2950,1191,1286,3,289,285,0,0,329,30,10035,1,782,1,3,23,8.64,2,0.2,3.024
2233,868,937,3,538,512,0,0,293,1,85204,3,791,1,3,240,6.27,5,0.7,-4.598
2233,868,937,3,538,512,0,0,293,1,85204,3,843,1,3,1357,4.368,7,0.7,-3.3488
2233,868,937,3,538,512,0,0,293,1,85204,3,1561,2,0,1085,31.984,2,0.2,1.999
2662,829,889,0,128,138,2,0,94,12,47201,0,478,1,2,1135,40.88,7,0.0,10.6288
3453,1143,1231,2,241,234,0,0,452,45,98105,3,417,1,1,299,119.96,2,0.0,33.5888
3453,1143,1231,2,241,234,0,0,452,45,98105,3,1335,1,14,1505,31.44,3,0.0,8.4888
3453,1143,1231,2,241,234,0,0,452,45,98105,3,654,1,3,264,6.88,1,0.2,2.322
924,563,612,3,111,92,1,0,123,20,48227,0,1042,1,12,537,19.92,4,0.0,9.3624
924,563,612,3,111,92,1,0,123,20,48227,0,97,0,5,754,1106.91,9,0.0,121.7601
4630,640,690,3,422,416,0,0,527,30,10701,1,325,0,16,428,836.592,8,0.4,-264.9208
4630,640,690,3,422,416,0,0,527,30,10701,1,1203,1,12,537,26.38,1,0.0,12.1348
4630,640,690,3,422,416,0,0,527,30,10701,1,1385,1,14,112,362.92,2,0.0,105.2468
4630,640,690,3,422,416,0,0,527,30,10701,1,1666,2,11,165,4899.93,7,0.0,2400.9657
2759,785,840,1,450,456,0,0,121,13,50315,0,1015,1,12,1821,6.48,1,0.0,3.1104
2737,788,848,2,185,181,1,0,342,3,94601,3,1854,2,13,1164,71.976,3,0.2,7.1976
2737,788,848,2,185,181,1,0,342,3,94601,3,953,1,10,195,3.15,1,0.0,1.512
3964,1043,1127,3,479,464,1,0,308,31,28110,2,205,0,9,1531,31.984,2,0.2,1.999
3964,1043,1127,3,479,464,1,0,308,31,28110,2,1743,2,13,923,71.984,2,0.2,25.1944
1377,569,621,3,570,553,0,0,437,3,92105,3,563,1,2,1492,120.15,9,0.0,33.642
1377,569,621,3,570,553,0,0,437,3,92105,3,1700,2,13,37,219.184,2,0.2,19.1786
1650,590,639,3,113,98,2,0,88,18,20735,1,1063,1,12,1739,28.9,5,0.0,14.161
1650,590,639,3,113,98,2,0,88,18,20735,1,428,1,1,950,355.96,2,0.0,103.2284
4002,929,1002,3,610,601,2,0,74,31,28205,2,1411,1,14,645,348.208,7,0.2,30.4682
4002,929,1002,3,610,601,2,0,74,31,28205,2,800,1,3,707,35.784,7,0.7,-28.6272
693,138,140,0,576,574,1,0,266,3,90049,3,362,0,16,830,447.84,5,0.2,11.196
1808,734,788,0,612,597,2,0,438,3,94122,3,521,1,2,1133,7.04,4,0.0,2.0416
1808,734,788,0,612,597,2,0,438,3,94122,3,143,0,9,729,8.73,3,0.0,4.1031
